"Plot Title: EH263-H15"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20460581, SEN S/N: 20460581, LBL: Temp_H15)","RH, % (LGR S/N: 20460581, SEN S/N: 20460581, LBL: RH_H15)","End Of File (LGR S/N: 20460581)"
4443,01/09/23 02:14:02 PM,73.947,27.118,
4444,01/09/23 02:14:03 PM,73.990,27.120,
4445,01/09/23 02:14:04 PM,73.947,27.118,
4446,01/09/23 02:14:05 PM,73.947,27.118,
4447,01/09/23 02:14:06 PM,73.947,27.118,
4448,01/09/23 02:14:07 PM,73.990,27.120,
4449,01/09/23 02:14:08 PM,73.990,27.120,
4450,01/09/23 02:14:09 PM,73.990,27.120,
4451,01/09/23 02:14:10 PM,73.990,27.120,
4452,01/09/23 02:14:11 PM,73.990,27.120,
4453,01/09/23 02:14:12 PM,73.947,27.118,
4454,01/09/23 02:14:13 PM,73.990,27.120,
4455,01/09/23 02:14:14 PM,73.947,27.118,
4456,01/09/23 02:14:15 PM,73.990,27.052,
4457,01/09/23 02:14:16 PM,73.990,27.052,
4458,01/09/23 02:14:17 PM,73.990,27.052,
4459,01/09/23 02:14:18 PM,73.990,26.984,
4460,01/09/23 02:14:19 PM,73.990,26.984,
4461,01/09/23 02:14:20 PM,73.990,26.984,
4462,01/09/23 02:14:21 PM,73.990,26.984,
4463,01/09/23 02:14:22 PM,73.990,27.018,
4464,01/09/23 02:14:23 PM,73.990,27.018,
4465,01/09/23 02:14:24 PM,73.990,26.984,
4466,01/09/23 02:14:25 PM,73.990,26.984,
4467,01/09/23 02:14:26 PM,73.990,26.984,
4468,01/09/23 02:14:27 PM,73.990,26.950,
4469,01/09/23 02:14:28 PM,73.990,26.916,
4470,01/09/23 02:14:29 PM,73.990,26.916,
4471,01/09/23 02:14:30 PM,73.990,26.916,
4472,01/09/23 02:14:31 PM,73.990,26.916,
4473,01/09/23 02:14:32 PM,73.990,26.916,
4474,01/09/23 02:14:33 PM,73.990,26.916,
4475,01/09/23 02:14:34 PM,73.990,26.916,
4476,01/09/23 02:14:35 PM,73.990,26.916,
4477,01/09/23 02:14:36 PM,73.990,26.984,
4478,01/09/23 02:14:37 PM,73.990,26.984,
4479,01/09/23 02:14:38 PM,73.990,27.018,
4480,01/09/23 02:14:39 PM,73.990,27.052,
4481,01/09/23 02:14:40 PM,73.990,27.052,
4482,01/09/23 02:14:41 PM,73.990,27.052,
4483,01/09/23 02:14:42 PM,73.990,27.018,
4484,01/09/23 02:14:43 PM,73.990,26.984,
4485,01/09/23 02:14:44 PM,73.990,26.984,
4486,01/09/23 02:14:45 PM,73.990,26.916,
4487,01/09/23 02:14:46 PM,73.990,26.984,
4488,01/09/23 02:14:47 PM,73.990,26.950,
4489,01/09/23 02:14:48 PM,73.990,26.950,
4490,01/09/23 02:14:49 PM,73.990,26.984,
4491,01/09/23 02:14:50 PM,73.990,26.984,
4492,01/09/23 02:14:51 PM,73.990,27.018,
4493,01/09/23 02:14:52 PM,73.990,27.052,
4494,01/09/23 02:14:53 PM,73.990,27.052,
4495,01/09/23 02:14:54 PM,73.990,27.052,
4496,01/09/23 02:14:55 PM,73.990,27.052,
4497,01/09/23 02:14:56 PM,73.990,27.052,
4498,01/09/23 02:14:57 PM,73.990,27.052,
4499,01/09/23 02:14:58 PM,73.990,27.052,
4500,01/09/23 02:14:59 PM,73.990,27.052,
4501,01/09/23 02:15:00 PM,73.990,27.086,
4502,01/09/23 02:15:01 PM,73.990,27.120,
4503,01/09/23 02:15:02 PM,73.990,27.120,
4504,01/09/23 02:15:03 PM,73.990,27.120,
4505,01/09/23 02:15:04 PM,73.990,27.052,
4506,01/09/23 02:15:05 PM,73.990,27.052,
4507,01/09/23 02:15:06 PM,73.990,27.052,
4508,01/09/23 02:15:07 PM,73.990,26.984,
4509,01/09/23 02:15:08 PM,73.990,27.052,
4510,01/09/23 02:15:09 PM,73.990,27.018,
4511,01/09/23 02:15:10 PM,73.990,27.052,
4512,01/09/23 02:15:11 PM,73.990,27.052,
4513,01/09/23 02:15:12 PM,73.990,27.052,
4514,01/09/23 02:15:13 PM,73.990,27.086,
4515,01/09/23 02:15:14 PM,73.990,27.120,
4516,01/09/23 02:15:15 PM,73.990,27.120,
4517,01/09/23 02:15:16 PM,73.990,27.086,
4518,01/09/23 02:15:17 PM,73.990,27.052,
4519,01/09/23 02:15:18 PM,73.990,27.052,
4520,01/09/23 02:15:19 PM,73.990,27.052,
4521,01/09/23 02:15:20 PM,73.990,27.052,
4522,01/09/23 02:15:21 PM,73.990,27.052,
4523,01/09/23 02:15:22 PM,73.990,27.052,
4524,01/09/23 02:15:23 PM,73.990,27.052,
4525,01/09/23 02:15:24 PM,73.990,27.052,
4526,01/09/23 02:15:25 PM,73.990,27.052,
4527,01/09/23 02:15:26 PM,73.990,27.052,
4528,01/09/23 02:15:27 PM,73.990,27.052,
4529,01/09/23 02:15:28 PM,73.990,27.052,
4530,01/09/23 02:15:29 PM,73.990,27.052,
4531,01/09/23 02:15:30 PM,73.990,27.018,
4532,01/09/23 02:15:31 PM,73.990,26.984,
4533,01/09/23 02:15:32 PM,73.990,26.984,
4534,01/09/23 02:15:33 PM,73.990,26.984,
4535,01/09/23 02:15:34 PM,73.990,27.018,
4536,01/09/23 02:15:35 PM,73.990,27.018,
4537,01/09/23 02:15:36 PM,73.990,27.018,
4538,01/09/23 02:15:37 PM,73.990,27.018,
4539,01/09/23 02:15:38 PM,73.990,27.018,
4540,01/09/23 02:15:39 PM,73.990,27.018,
4541,01/09/23 02:15:40 PM,74.034,26.986,
4542,01/09/23 02:15:41 PM,73.990,26.984,
4543,01/09/23 02:15:42 PM,73.990,26.984,
4544,01/09/23 02:15:43 PM,73.990,26.984,
4545,01/09/23 02:15:44 PM,74.034,26.952,
4546,01/09/23 02:15:45 PM,73.990,26.916,
4547,01/09/23 02:15:46 PM,73.990,26.882,
4548,01/09/23 02:15:47 PM,73.990,26.916,
4549,01/09/23 02:15:48 PM,73.990,26.882,
4550,01/09/23 02:15:49 PM,73.990,26.916,
4551,01/09/23 02:15:50 PM,73.990,26.916,
4552,01/09/23 02:15:51 PM,73.990,26.950,
4553,01/09/23 02:15:52 PM,73.990,26.984,
4554,01/09/23 02:15:53 PM,74.034,26.986,
4555,01/09/23 02:15:54 PM,73.990,26.984,
4556,01/09/23 02:15:55 PM,73.990,27.018,
4557,01/09/23 02:15:56 PM,73.990,26.984,
4558,01/09/23 02:15:57 PM,74.034,26.986,
4559,01/09/23 02:15:58 PM,73.990,26.916,
4560,01/09/23 02:15:59 PM,74.034,26.918,
4561,01/09/23 02:16:00 PM,73.990,26.916,
4562,01/09/23 02:16:01 PM,74.034,26.952,
4563,01/09/23 02:16:02 PM,74.034,26.986,
4564,01/09/23 02:16:03 PM,73.990,27.018,
4565,01/09/23 02:16:04 PM,74.034,27.053,
4566,01/09/23 02:16:05 PM,73.990,26.984,
4567,01/09/23 02:16:06 PM,74.034,26.986,
4568,01/09/23 02:16:07 PM,74.034,26.952,
4569,01/09/23 02:16:08 PM,74.034,26.952,
4570,01/09/23 02:16:09 PM,74.034,26.986,
4571,01/09/23 02:16:10 PM,74.034,26.986,
4572,01/09/23 02:16:11 PM,74.034,27.020,
4573,01/09/23 02:16:12 PM,74.034,27.053,
4574,01/09/23 02:16:13 PM,74.034,27.087,
4575,01/09/23 02:16:14 PM,74.034,27.053,
4576,01/09/23 02:16:15 PM,74.034,27.053,
4577,01/09/23 02:16:16 PM,74.034,27.053,
4578,01/09/23 02:16:17 PM,74.034,27.053,
4579,01/09/23 02:16:18 PM,73.990,27.052,
4580,01/09/23 02:16:19 PM,74.034,27.053,
4581,01/09/23 02:16:20 PM,74.034,27.053,
4582,01/09/23 02:16:21 PM,74.034,27.020,
4583,01/09/23 02:16:22 PM,74.034,26.986,
4584,01/09/23 02:16:23 PM,74.034,26.986,
4585,01/09/23 02:16:24 PM,74.034,26.986,
4586,01/09/23 02:16:25 PM,74.034,26.986,
4587,01/09/23 02:16:26 PM,74.034,26.986,
4588,01/09/23 02:16:27 PM,74.034,26.986,
4589,01/09/23 02:16:28 PM,74.034,26.986,
4590,01/09/23 02:16:29 PM,74.034,26.986,
4591,01/09/23 02:16:30 PM,74.034,26.918,
4592,01/09/23 02:16:31 PM,74.034,26.918,
4593,01/09/23 02:16:32 PM,74.034,26.918,
4594,01/09/23 02:16:33 PM,74.034,26.918,
4595,01/09/23 02:16:34 PM,74.034,26.918,
4596,01/09/23 02:16:35 PM,74.034,26.918,
4597,01/09/23 02:16:36 PM,74.034,26.918,
4598,01/09/23 02:16:37 PM,74.034,26.918,
4599,01/09/23 02:16:38 PM,74.034,26.918,
4600,01/09/23 02:16:39 PM,74.034,26.918,
4601,01/09/23 02:16:40 PM,74.034,26.918,
4602,01/09/23 02:16:41 PM,74.034,26.918,
4603,01/09/23 02:16:42 PM,74.034,26.918,
4604,01/09/23 02:16:43 PM,74.034,26.884,
4605,01/09/23 02:16:44 PM,74.034,26.884,
4606,01/09/23 02:16:45 PM,74.034,26.884,
4607,01/09/23 02:16:46 PM,74.034,26.850,
4608,01/09/23 02:16:47 PM,74.034,26.850,
4609,01/09/23 02:16:48 PM,74.034,26.816,
4610,01/09/23 02:16:49 PM,74.034,26.782,
4611,01/09/23 02:16:50 PM,74.034,26.782,
4612,01/09/23 02:16:51 PM,74.034,26.782,
4613,01/09/23 02:16:52 PM,74.034,26.816,
4614,01/09/23 02:16:53 PM,74.034,26.850,
4615,01/09/23 02:16:54 PM,74.034,26.850,
4616,01/09/23 02:16:55 PM,74.034,26.850,
4617,01/09/23 02:16:56 PM,74.034,26.850,
4618,01/09/23 02:16:57 PM,74.034,26.850,
4619,01/09/23 02:16:58 PM,74.034,26.816,
4620,01/09/23 02:16:59 PM,74.034,26.782,
4621,01/09/23 02:17:00 PM,74.034,26.816,
4622,01/09/23 02:17:01 PM,74.034,26.850,
4623,01/09/23 02:17:02 PM,74.034,26.850,
4624,01/09/23 02:17:03 PM,74.034,26.850,
4625,01/09/23 02:17:04 PM,74.034,26.816,
4626,01/09/23 02:17:05 PM,74.034,26.782,
4627,01/09/23 02:17:06 PM,74.034,26.782,
4628,01/09/23 02:17:07 PM,74.034,26.782,
4629,01/09/23 02:17:08 PM,74.034,26.850,
4630,01/09/23 02:17:09 PM,74.034,26.850,
4631,01/09/23 02:17:10 PM,74.034,26.884,
4632,01/09/23 02:17:11 PM,74.034,26.850,
4633,01/09/23 02:17:12 PM,74.034,26.782,
4634,01/09/23 02:17:13 PM,74.034,26.714,
4635,01/09/23 02:17:14 PM,74.034,26.680,
4636,01/09/23 02:17:15 PM,74.034,26.714,
4637,01/09/23 02:17:16 PM,74.034,26.714,
4638,01/09/23 02:17:17 PM,74.034,26.748,
4639,01/09/23 02:17:18 PM,74.034,26.782,
4640,01/09/23 02:17:19 PM,74.034,26.850,
4641,01/09/23 02:17:20 PM,74.034,26.850,
4642,01/09/23 02:17:21 PM,74.034,26.850,
4643,01/09/23 02:17:22 PM,74.034,26.850,
4644,01/09/23 02:17:23 PM,74.034,26.850,
4645,01/09/23 02:17:24 PM,74.034,26.850,
4646,01/09/23 02:17:25 PM,74.034,26.850,
4647,01/09/23 02:17:26 PM,74.034,26.816,
4648,01/09/23 02:17:27 PM,74.034,26.816,
4649,01/09/23 02:17:28 PM,74.034,26.782,
4650,01/09/23 02:17:29 PM,74.034,26.748,
4651,01/09/23 02:17:30 PM,74.077,26.716,
4652,01/09/23 02:17:31 PM,74.034,26.714,
4653,01/09/23 02:17:32 PM,74.034,26.646,
4654,01/09/23 02:17:33 PM,74.034,26.646,
4655,01/09/23 02:17:34 PM,74.034,26.646,
4656,01/09/23 02:17:35 PM,74.034,26.646,
4657,01/09/23 02:17:36 PM,74.034,26.646,
4658,01/09/23 02:17:37 PM,74.034,26.646,
4659,01/09/23 02:17:38 PM,74.034,26.646,
4660,01/09/23 02:17:39 PM,74.077,26.648,
4661,01/09/23 02:17:40 PM,74.034,26.714,
4662,01/09/23 02:17:41 PM,74.077,26.716,
4663,01/09/23 02:17:42 PM,74.034,26.714,
4664,01/09/23 02:17:43 PM,74.034,26.714,
4665,01/09/23 02:17:44 PM,74.077,26.784,
4666,01/09/23 02:17:45 PM,74.077,26.784,
4667,01/09/23 02:17:46 PM,74.034,26.714,
4668,01/09/23 02:17:47 PM,74.077,26.716,
4669,01/09/23 02:17:48 PM,74.077,26.682,
4670,01/09/23 02:17:49 PM,74.077,26.648,
4671,01/09/23 02:17:50 PM,74.077,26.580,
4672,01/09/23 02:17:51 PM,74.034,26.578,
4673,01/09/23 02:17:52 PM,74.077,26.580,
4674,01/09/23 02:17:53 PM,74.034,26.578,
4675,01/09/23 02:17:54 PM,74.034,26.646,
4676,01/09/23 02:17:55 PM,74.077,26.648,
4677,01/09/23 02:17:56 PM,74.077,26.716,
4678,01/09/23 02:17:57 PM,74.034,26.714,
4679,01/09/23 02:17:58 PM,74.077,26.784,
4680,01/09/23 02:17:59 PM,74.077,26.784,
4681,01/09/23 02:18:00 PM,74.077,26.852,
4682,01/09/23 02:18:01 PM,74.077,26.818,
4683,01/09/23 02:18:02 PM,74.077,26.818,
4684,01/09/23 02:18:03 PM,74.077,26.784,
4685,01/09/23 02:18:04 PM,74.077,26.784,
4686,01/09/23 02:18:05 PM,74.077,26.784,
4687,01/09/23 02:18:06 PM,74.077,26.818,
4688,01/09/23 02:18:07 PM,74.034,26.782,
4689,01/09/23 02:18:08 PM,74.077,26.784,
4690,01/09/23 02:18:09 PM,74.077,26.784,
4691,01/09/23 02:18:10 PM,74.077,26.784,
4692,01/09/23 02:18:11 PM,74.034,26.748,
4693,01/09/23 02:18:12 PM,74.077,26.716,
4694,01/09/23 02:18:13 PM,74.077,26.716,
4695,01/09/23 02:18:14 PM,74.077,26.716,
4696,01/09/23 02:18:15 PM,74.077,26.716,
4697,01/09/23 02:18:16 PM,74.077,26.716,
4698,01/09/23 02:18:17 PM,74.077,26.716,
4699,01/09/23 02:18:18 PM,74.077,26.750,
4700,01/09/23 02:18:19 PM,74.077,26.784,
4701,01/09/23 02:18:20 PM,74.077,26.818,
4702,01/09/23 02:18:21 PM,74.077,26.818,
4703,01/09/23 02:18:22 PM,74.077,26.784,
4704,01/09/23 02:18:23 PM,74.077,26.784,
4705,01/09/23 02:18:24 PM,74.077,26.750,
4706,01/09/23 02:18:25 PM,74.077,26.716,
4707,01/09/23 02:18:26 PM,74.077,26.750,
4708,01/09/23 02:18:27 PM,74.077,26.784,
4709,01/09/23 02:18:28 PM,74.077,26.784,
4710,01/09/23 02:18:29 PM,74.077,26.818,
4711,01/09/23 02:18:30 PM,74.077,26.784,
4712,01/09/23 02:18:31 PM,74.077,26.784,
4713,01/09/23 02:18:32 PM,74.077,26.784,
4714,01/09/23 02:18:33 PM,74.077,26.784,
4715,01/09/23 02:18:34 PM,74.077,26.784,
4716,01/09/23 02:18:35 PM,74.077,26.818,
4717,01/09/23 02:18:36 PM,74.077,26.852,
4718,01/09/23 02:18:37 PM,74.077,26.886,
4719,01/09/23 02:18:38 PM,74.077,26.920,
4720,01/09/23 02:18:39 PM,74.077,26.920,
4721,01/09/23 02:18:40 PM,74.077,26.920,
4722,01/09/23 02:18:41 PM,74.077,26.920,
4723,01/09/23 02:18:42 PM,74.077,26.987,
4724,01/09/23 02:18:43 PM,74.077,26.987,
4725,01/09/23 02:18:44 PM,74.077,27.021,
4726,01/09/23 02:18:45 PM,74.077,27.021,
4727,01/09/23 02:18:46 PM,74.077,26.987,
4728,01/09/23 02:18:47 PM,74.077,26.920,
4729,01/09/23 02:18:48 PM,74.077,26.920,
4730,01/09/23 02:18:49 PM,74.077,26.920,
4731,01/09/23 02:18:50 PM,74.077,26.886,
4732,01/09/23 02:18:51 PM,74.077,26.852,
4733,01/09/23 02:18:52 PM,74.077,26.852,
4734,01/09/23 02:18:53 PM,74.077,26.784,
4735,01/09/23 02:18:54 PM,74.077,26.784,
4736,01/09/23 02:18:55 PM,74.077,26.784,
4737,01/09/23 02:18:56 PM,74.077,26.852,
4738,01/09/23 02:18:57 PM,74.077,26.818,
4739,01/09/23 02:18:58 PM,74.077,26.818,
4740,01/09/23 02:18:59 PM,74.077,26.852,
4741,01/09/23 02:19:00 PM,74.077,26.852,
4742,01/09/23 02:19:01 PM,74.077,26.818,
4743,01/09/23 02:19:02 PM,74.077,26.852,
4744,01/09/23 02:19:03 PM,74.077,26.852,
4745,01/09/23 02:19:04 PM,74.077,26.852,
4746,01/09/23 02:19:05 PM,74.077,26.852,
4747,01/09/23 02:19:06 PM,74.077,26.886,
4748,01/09/23 02:19:07 PM,74.077,26.852,
4749,01/09/23 02:19:08 PM,74.077,26.852,
4750,01/09/23 02:19:09 PM,74.077,26.852,
4751,01/09/23 02:19:10 PM,74.077,26.852,
4752,01/09/23 02:19:11 PM,74.077,26.852,
4753,01/09/23 02:19:12 PM,74.077,26.852,
4754,01/09/23 02:19:13 PM,74.077,26.852,
4755,01/09/23 02:19:14 PM,74.077,26.886,
4756,01/09/23 02:19:15 PM,74.077,26.852,
4757,01/09/23 02:19:16 PM,74.077,26.852,
4758,01/09/23 02:19:17 PM,74.077,26.852,
4759,01/09/23 02:19:18 PM,74.077,26.852,
4760,01/09/23 02:19:19 PM,74.077,26.818,
4761,01/09/23 02:19:20 PM,74.077,26.818,
4762,01/09/23 02:19:21 PM,74.120,26.786,
4763,01/09/23 02:19:22 PM,74.077,26.818,
4764,01/09/23 02:19:23 PM,74.077,26.784,
4765,01/09/23 02:19:24 PM,74.077,26.784,
4766,01/09/23 02:19:25 PM,74.077,26.750,
4767,01/09/23 02:19:26 PM,74.077,26.750,
4768,01/09/23 02:19:27 PM,74.077,26.750,
4769,01/09/23 02:19:28 PM,74.077,26.784,
4770,01/09/23 02:19:29 PM,74.077,26.784,
4771,01/09/23 02:19:30 PM,74.077,26.784,
4772,01/09/23 02:19:31 PM,74.120,26.786,
4773,01/09/23 02:19:32 PM,74.077,26.784,
4774,01/09/23 02:19:33 PM,74.077,26.716,
4775,01/09/23 02:19:34 PM,74.077,26.716,
4776,01/09/23 02:19:35 PM,74.077,26.648,
4777,01/09/23 02:19:36 PM,74.077,26.648,
4778,01/09/23 02:19:37 PM,74.077,26.580,
4779,01/09/23 02:19:38 PM,74.120,26.616,
4780,01/09/23 02:19:39 PM,74.120,26.650,
4781,01/09/23 02:19:40 PM,74.077,26.648,
4782,01/09/23 02:19:41 PM,74.077,26.682,
4783,01/09/23 02:19:42 PM,74.077,26.750,
4784,01/09/23 02:19:43 PM,74.120,26.786,
4785,01/09/23 02:19:44 PM,74.077,26.852,
4786,01/09/23 02:19:45 PM,74.077,26.852,
4787,01/09/23 02:19:46 PM,74.077,26.920,
4788,01/09/23 02:19:47 PM,74.077,26.920,
4789,01/09/23 02:19:48 PM,74.077,26.920,
4790,01/09/23 02:19:49 PM,74.077,26.987,
4791,01/09/23 02:19:50 PM,74.120,26.989,
4792,01/09/23 02:19:51 PM,74.077,26.987,
4793,01/09/23 02:19:52 PM,74.120,26.989,
4794,01/09/23 02:19:53 PM,74.120,26.989,
4795,01/09/23 02:19:54 PM,74.120,27.023,
4796,01/09/23 02:19:55 PM,74.077,27.055,
4797,01/09/23 02:19:56 PM,74.120,27.057,
4798,01/09/23 02:19:57 PM,74.120,27.057,
4799,01/09/23 02:19:58 PM,74.120,26.989,
4800,01/09/23 02:19:59 PM,74.120,26.989,
4801,01/09/23 02:20:00 PM,74.120,26.989,
4802,01/09/23 02:20:01 PM,74.120,26.955,
4803,01/09/23 02:20:02 PM,74.120,26.989,
4804,01/09/23 02:20:03 PM,74.120,26.921,
4805,01/09/23 02:20:04 PM,74.120,26.921,
4806,01/09/23 02:20:05 PM,74.120,26.921,
4807,01/09/23 02:20:06 PM,74.120,26.921,
4808,01/09/23 02:20:07 PM,74.120,26.853,
4809,01/09/23 02:20:08 PM,74.120,26.853,
4810,01/09/23 02:20:09 PM,74.120,26.853,
4811,01/09/23 02:20:10 PM,74.077,26.852,
4812,01/09/23 02:20:11 PM,74.120,26.853,
4813,01/09/23 02:20:12 PM,74.120,26.853,
4814,01/09/23 02:20:13 PM,74.120,26.853,
4815,01/09/23 02:20:14 PM,74.120,26.853,
4816,01/09/23 02:20:15 PM,74.120,26.853,
4817,01/09/23 02:20:16 PM,74.120,26.853,
4818,01/09/23 02:20:17 PM,74.120,26.786,
4819,01/09/23 02:20:18 PM,74.120,26.752,
4820,01/09/23 02:20:19 PM,74.120,26.718,
4821,01/09/23 02:20:20 PM,74.120,26.650,
4822,01/09/23 02:20:21 PM,74.120,26.650,
4823,01/09/23 02:20:22 PM,74.120,26.650,
4824,01/09/23 02:20:23 PM,74.120,26.650,
4825,01/09/23 02:20:24 PM,74.120,26.650,
4826,01/09/23 02:20:25 PM,74.120,26.718,
4827,01/09/23 02:20:26 PM,74.120,26.718,
4828,01/09/23 02:20:27 PM,74.120,26.752,
4829,01/09/23 02:20:28 PM,74.120,26.786,
4830,01/09/23 02:20:29 PM,74.120,26.786,
4831,01/09/23 02:20:30 PM,74.120,26.786,
4832,01/09/23 02:20:31 PM,74.120,26.718,
4833,01/09/23 02:20:32 PM,74.120,26.718,
4834,01/09/23 02:20:33 PM,74.120,26.650,
4835,01/09/23 02:20:34 PM,74.120,26.650,
4836,01/09/23 02:20:35 PM,74.120,26.650,
4837,01/09/23 02:20:36 PM,74.120,26.616,
4838,01/09/23 02:20:37 PM,74.120,26.616,
4839,01/09/23 02:20:38 PM,74.120,26.616,
4840,01/09/23 02:20:39 PM,74.120,26.650,
4841,01/09/23 02:20:40 PM,74.120,26.650,
4842,01/09/23 02:20:41 PM,74.120,26.650,
4843,01/09/23 02:20:42 PM,74.120,26.650,
4844,01/09/23 02:20:43 PM,74.120,26.650,
4845,01/09/23 02:20:44 PM,74.120,26.684,
4846,01/09/23 02:20:45 PM,74.120,26.650,
4847,01/09/23 02:20:46 PM,74.120,26.650,
4848,01/09/23 02:20:47 PM,74.120,26.582,
4849,01/09/23 02:20:48 PM,74.120,26.616,
4850,01/09/23 02:20:49 PM,74.120,26.650,
4851,01/09/23 02:20:50 PM,74.120,26.650,
4852,01/09/23 02:20:51 PM,74.120,26.616,
4853,01/09/23 02:20:52 PM,74.120,26.616,
4854,01/09/23 02:20:53 PM,74.120,26.650,
4855,01/09/23 02:20:54 PM,74.120,26.650,
4856,01/09/23 02:20:55 PM,74.120,26.650,
4857,01/09/23 02:20:56 PM,74.120,26.616,
4858,01/09/23 02:20:57 PM,74.120,26.616,
4859,01/09/23 02:20:58 PM,74.120,26.650,
4860,01/09/23 02:20:59 PM,74.120,26.650,
4861,01/09/23 02:21:00 PM,74.120,26.650,
4862,01/09/23 02:21:01 PM,74.120,26.684,
4863,01/09/23 02:21:02 PM,74.120,26.718,
4864,01/09/23 02:21:03 PM,74.120,26.718,
4865,01/09/23 02:21:04 PM,74.120,26.718,
4866,01/09/23 02:21:05 PM,74.120,26.718,
4867,01/09/23 02:21:06 PM,74.120,26.684,
4868,01/09/23 02:21:07 PM,74.120,26.650,
4869,01/09/23 02:21:08 PM,74.120,26.650,
4870,01/09/23 02:21:09 PM,74.120,26.582,
4871,01/09/23 02:21:10 PM,74.120,26.582,
4872,01/09/23 02:21:11 PM,74.120,26.616,
4873,01/09/23 02:21:12 PM,74.120,26.582,
4874,01/09/23 02:21:13 PM,74.120,26.582,
4875,01/09/23 02:21:14 PM,74.120,26.616,
4876,01/09/23 02:21:15 PM,74.120,26.650,
4877,01/09/23 02:21:16 PM,74.120,26.650,
4878,01/09/23 02:21:17 PM,74.120,26.650,
4879,01/09/23 02:21:18 PM,74.120,26.684,
4880,01/09/23 02:21:19 PM,74.120,26.718,
4881,01/09/23 02:21:20 PM,74.120,26.718,
4882,01/09/23 02:21:21 PM,74.120,26.752,
4883,01/09/23 02:21:22 PM,74.120,26.752,
4884,01/09/23 02:21:23 PM,74.120,26.718,
4885,01/09/23 02:21:24 PM,74.120,26.718,
4886,01/09/23 02:21:25 PM,74.120,26.718,
4887,01/09/23 02:21:26 PM,74.120,26.650,
4888,01/09/23 02:21:27 PM,74.120,26.650,
4889,01/09/23 02:21:28 PM,74.120,26.650,
4890,01/09/23 02:21:29 PM,74.120,26.684,
4891,01/09/23 02:21:30 PM,74.120,26.718,
4892,01/09/23 02:21:31 PM,74.120,26.718,
4893,01/09/23 02:21:32 PM,74.120,26.752,
4894,01/09/23 02:21:33 PM,74.163,26.787,
4895,01/09/23 02:21:34 PM,74.120,26.853,
4896,01/09/23 02:21:35 PM,74.120,26.853,
4897,01/09/23 02:21:36 PM,74.120,26.887,
4898,01/09/23 02:21:37 PM,74.163,26.855,
4899,01/09/23 02:21:38 PM,74.120,26.921,
4900,01/09/23 02:21:39 PM,74.120,26.921,
4901,01/09/23 02:21:40 PM,74.120,26.921,
4902,01/09/23 02:21:41 PM,74.120,26.921,
4903,01/09/23 02:21:42 PM,74.120,26.921,
4904,01/09/23 02:21:43 PM,74.120,26.955,
4905,01/09/23 02:21:44 PM,74.120,26.921,
4906,01/09/23 02:21:45 PM,74.120,26.887,
4907,01/09/23 02:21:46 PM,74.163,26.855,
4908,01/09/23 02:21:47 PM,74.163,26.787,
4909,01/09/23 02:21:48 PM,74.120,26.786,
4910,01/09/23 02:21:49 PM,74.120,26.786,
4911,01/09/23 02:21:50 PM,74.120,26.786,
4912,01/09/23 02:21:51 PM,74.120,26.786,
4913,01/09/23 02:21:52 PM,74.120,26.786,
4914,01/09/23 02:21:53 PM,74.163,26.719,
4915,01/09/23 02:21:54 PM,74.120,26.650,
4916,01/09/23 02:21:55 PM,74.163,26.617,
4917,01/09/23 02:21:56 PM,74.120,26.616,
4918,01/09/23 02:21:57 PM,74.120,26.650,
4919,01/09/23 02:21:58 PM,74.163,26.651,
4920,01/09/23 02:21:59 PM,74.120,26.718,
4921,01/09/23 02:22:00 PM,74.163,26.719,
4922,01/09/23 02:22:01 PM,74.163,26.753,
4923,01/09/23 02:22:02 PM,74.163,26.787,
4924,01/09/23 02:22:03 PM,74.163,26.787,
4925,01/09/23 02:22:04 PM,74.163,26.821,
4926,01/09/23 02:22:05 PM,74.163,26.855,
4927,01/09/23 02:22:06 PM,74.163,26.889,
4928,01/09/23 02:22:07 PM,74.163,26.923,
4929,01/09/23 02:22:08 PM,74.163,26.855,
4930,01/09/23 02:22:09 PM,74.163,26.821,
4931,01/09/23 02:22:10 PM,74.163,26.787,
4932,01/09/23 02:22:11 PM,74.163,26.787,
4933,01/09/23 02:22:12 PM,74.163,26.719,
4934,01/09/23 02:22:13 PM,74.163,26.753,
4935,01/09/23 02:22:14 PM,74.163,26.719,
4936,01/09/23 02:22:15 PM,74.163,26.651,
4937,01/09/23 02:22:16 PM,74.163,26.550,
4938,01/09/23 02:22:17 PM,74.163,26.482,
4939,01/09/23 02:22:18 PM,74.163,26.448,
4940,01/09/23 02:22:19 PM,74.163,26.448,
4941,01/09/23 02:22:20 PM,74.163,26.448,
4942,01/09/23 02:22:21 PM,74.163,26.448,
4943,01/09/23 02:22:22 PM,74.163,26.516,
4944,01/09/23 02:22:23 PM,74.163,26.516,
4945,01/09/23 02:22:24 PM,74.163,26.550,
4946,01/09/23 02:22:25 PM,74.163,26.584,
4947,01/09/23 02:22:26 PM,74.163,26.584,
4948,01/09/23 02:22:27 PM,74.163,26.651,
4949,01/09/23 02:22:28 PM,74.163,26.651,
4950,01/09/23 02:22:29 PM,74.163,26.617,
4951,01/09/23 02:22:30 PM,74.163,26.584,
4952,01/09/23 02:22:31 PM,74.163,26.584,
4953,01/09/23 02:22:32 PM,74.163,26.516,
4954,01/09/23 02:22:33 PM,74.163,26.516,
4955,01/09/23 02:22:34 PM,74.163,26.516,
